filepath,label
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\101 - Dog\5-9032-A.ogg,101 - Dog
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\102 - Rooster\1-26806-A.ogg,102 - Rooster
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\102 - Rooster\1-27724-A.ogg,102 - Rooster
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\102 - Rooster\1-34119-A.ogg,102 - Rooster
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\102 - Rooster\1-34119-B.ogg,102 - Rooster
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\102 - Rooster\1-39923-A.ogg,102 - Rooster
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\102 - Rooster\1-40730-A.ogg,102 - Rooster
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\102 - Rooster\1-43382-A.ogg,102 - Rooster
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\102 - Rooster\1-44831-A.ogg,102 - Rooster
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\102 - Rooster\2-100786-A.ogg,102 - Rooster
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\102 - Rooster\2-65750-A.ogg,102 - Rooster
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\102 - Rooster\2-71162-A.ogg,102 - Rooster
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\102 - Rooster\2-81270-A.ogg,102 - Rooster
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\102 - Rooster\2-95035-A.ogg,102 - Rooster
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\102 - Rooster\2-95258-A.ogg,102 - Rooster
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\102 - Rooster\2-95258-B.ogg,102 - Rooster
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\102 - Rooster\2-96460-A.ogg,102 - Rooster
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\102 - Rooster\3-107219-A.ogg,102 - Rooster
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\102 - Rooster\3-116135-A.ogg,102 - Rooster
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\102 - Rooster\3-134049-A.ogg,102 - Rooster
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\102 - Rooster\3-137152-A.ogg,102 - Rooster
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\102 - Rooster\3-145382-A.ogg,102 - Rooster
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\102 - Rooster\3-149189-A.ogg,102 - Rooster
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\102 - Rooster\3-154957-A.ogg,102 - Rooster
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\102 - Rooster\3-163288-A.ogg,102 - Rooster
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\102 - Rooster\4-164021-A.ogg,102 - Rooster
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\102 - Rooster\4-164064-A.ogg,102 - Rooster
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\102 - Rooster\4-164064-B.ogg,102 - Rooster
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\102 - Rooster\4-164064-C.ogg,102 - Rooster
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\102 - Rooster\4-164859-A.ogg,102 - Rooster
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\102 - Rooster\4-170078-A.ogg,102 - Rooster
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\102 - Rooster\4-183487-A.ogg,102 - Rooster
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\102 - Rooster\4-208021-A.ogg,102 - Rooster
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\102 - Rooster\5-194930-A.ogg,102 - Rooster
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\102 - Rooster\5-194930-B.ogg,102 - Rooster
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\102 - Rooster\5-200334-A.ogg,102 - Rooster
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\102 - Rooster\5-200334-B.ogg,102 - Rooster
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\102 - Rooster\5-200339-A.ogg,102 - Rooster
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\102 - Rooster\5-233160-A.ogg,102 - Rooster
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\102 - Rooster\5-234879-A.ogg,102 - Rooster
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\102 - Rooster\5-234879-B.ogg,102 - Rooster
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\103 - Pig\1-208757-A.ogg,103 - Pig
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\103 - Pig\1-208757-B.ogg,103 - Pig
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\103 - Pig\1-208757-C.ogg,103 - Pig
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\103 - Pig\1-208757-D.ogg,103 - Pig
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\103 - Pig\1-208757-E.ogg,103 - Pig
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\103 - Pig\1-260640-A.ogg,103 - Pig
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\103 - Pig\1-260640-B.ogg,103 - Pig
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\103 - Pig\1-260640-C.ogg,103 - Pig
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\103 - Pig\2-158746-A.ogg,103 - Pig
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\103 - Pig\2-158746-B.ogg,103 - Pig
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\103 - Pig\2-158746-C.ogg,103 - Pig
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\103 - Pig\2-158746-D.ogg,103 - Pig
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\103 - Pig\2-166644-A.ogg,103 - Pig
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\103 - Pig\2-166644-B.ogg,103 - Pig
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\103 - Pig\2-166644-C.ogg,103 - Pig
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\103 - Pig\2-37870-A.ogg,103 - Pig
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\103 - Pig\3-233151-A.ogg,103 - Pig
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\103 - Pig\3-253081-A.ogg,103 - Pig
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\103 - Pig\3-253084-A.ogg,103 - Pig
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\103 - Pig\3-253084-B.ogg,103 - Pig
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\103 - Pig\3-253084-C.ogg,103 - Pig
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\103 - Pig\3-253084-D.ogg,103 - Pig
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\103 - Pig\3-253084-E.ogg,103 - Pig
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\103 - Pig\3-257858-A.ogg,103 - Pig
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\103 - Pig\4-132383-A.ogg,103 - Pig
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\103 - Pig\4-132383-B.ogg,103 - Pig
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\103 - Pig\4-147240-A.ogg,103 - Pig
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\103 - Pig\4-147240-B.ogg,103 - Pig
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\103 - Pig\4-234644-A.ogg,103 - Pig
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\103 - Pig\4-250869-A.ogg,103 - Pig
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\103 - Pig\4-250869-B.ogg,103 - Pig
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\103 - Pig\4-250869-C.ogg,103 - Pig
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\103 - Pig\5-103415-A.ogg,103 - Pig
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\103 - Pig\5-103416-A.ogg,103 - Pig
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\103 - Pig\5-103418-A.ogg,103 - Pig
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\103 - Pig\5-103420-A.ogg,103 - Pig
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\103 - Pig\5-103421-A.ogg,103 - Pig
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\103 - Pig\5-103422-A.ogg,103 - Pig
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\103 - Pig\5-117250-A.ogg,103 - Pig
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\103 - Pig\5-127990-A.ogg,103 - Pig
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\104 - Cow\1-16568-A.ogg,104 - Cow
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\104 - Cow\1-202111-A.ogg,104 - Cow
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\104 - Cow\1-58277-A.ogg,104 - Cow
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\104 - Cow\1-69422-A.ogg,104 - Cow
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\104 - Cow\1-69641-A.ogg,104 - Cow
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\104 - Cow\1-77160-A.ogg,104 - Cow
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\104 - Cow\1-77241-A.ogg,104 - Cow
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\104 - Cow\1-81269-A.ogg,104 - Cow
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\104 - Cow\2-103423-A.ogg,104 - Cow
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\104 - Cow\2-103424-A.ogg,104 - Cow
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\104 - Cow\2-103426-A.ogg,104 - Cow
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\104 - Cow\2-103427-A.ogg,104 - Cow
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\104 - Cow\2-103428-A.ogg,104 - Cow
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\104 - Cow\2-104877-A.ogg,104 - Cow
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\104 - Cow\2-117795-A.ogg,104 - Cow
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\104 - Cow\2-117795-B.ogg,104 - Cow
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\104 - Cow\3-124376-A.ogg,104 - Cow
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\104 - Cow\3-124376-B.ogg,104 - Cow
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\104 - Cow\3-126358-A.ogg,104 - Cow
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\104 - Cow\3-126358-B.ogg,104 - Cow
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\104 - Cow\3-152039-A.ogg,104 - Cow
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\104 - Cow\3-152039-B.ogg,104 - Cow
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\104 - Cow\3-160993-A.ogg,104 - Cow
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\104 - Cow\3-163727-A.ogg,104 - Cow
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\104 - Cow\4-174860-A.ogg,104 - Cow
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\104 - Cow\4-174860-B.ogg,104 - Cow
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\104 - Cow\4-181955-A.ogg,104 - Cow
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\104 - Cow\4-181955-B.ogg,104 - Cow
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\104 - Cow\4-181955-C.ogg,104 - Cow
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\104 - Cow\4-213915-A.ogg,104 - Cow
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\104 - Cow\4-213915-B.ogg,104 - Cow
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\104 - Cow\4-213915-C.ogg,104 - Cow
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\104 - Cow\5-194899-A.ogg,104 - Cow
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\104 - Cow\5-194899-B.ogg,104 - Cow
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\104 - Cow\5-194899-C.ogg,104 - Cow
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\104 - Cow\5-194899-D.ogg,104 - Cow
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\104 - Cow\5-202795-A.ogg,104 - Cow
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\104 - Cow\5-242492-A.ogg,104 - Cow
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\104 - Cow\5-253085-A.ogg,104 - Cow
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\104 - Cow\5-253085-B.ogg,104 - Cow
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\105 - Frog\1-15689-A.ogg,105 - Frog
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\105 - Frog\1-15689-B.ogg,105 - Frog
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\105 - Frog\1-17970-A.ogg,105 - Frog
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\105 - Frog\1-18755-A.ogg,105 - Frog
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\105 - Frog\1-18755-B.ogg,105 - Frog
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\105 - Frog\1-18757-A.ogg,105 - Frog
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\105 - Frog\1-31836-A.ogg,105 - Frog
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\105 - Frog\1-31836-B.ogg,105 - Frog
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\105 - Frog\2-32515-A.ogg,105 - Frog
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\105 - Frog\2-32515-B.ogg,105 - Frog
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\105 - Frog\2-32515-C.ogg,105 - Frog
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\105 - Frog\2-32515-D.ogg,105 - Frog
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\105 - Frog\2-32834-A.ogg,105 - Frog
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\105 - Frog\2-52085-A.ogg,105 - Frog
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\105 - Frog\2-52085-B.ogg,105 - Frog
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\105 - Frog\2-52789-A.ogg,105 - Frog
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\105 - Frog\3-102908-A.ogg,105 - Frog
C:\Users\Ed\.cache\kagglehub\datasets\ouaraskhelilrafik\tp-02-audio\versions\1\data/data\105 - Frog\3-70962-A.ogg,105 - Frog
